USN,CollegeName,Result,Score,s1_name,s1_r,s1_f,s1_i,s1_t,s2_name,s2_r,s2_f,s2_i,s2_t,s3_name,s3_r,s3_f,s3_i,s3_t,s4_name,s4_r,s4_f,s4_i,s4_t,s5_name,s5_r,s5_f,s5_i,s5_t
M1614290, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,DISTI,70,SOFTWARE PRACTICES AND TESTING ,Pass,41,17,58,BUSINESS INTELLIGENCE ,Pass,50,15,65,J2EE ,Pass,39,16,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,18,97,PROJECT AND VIVA VOCE ,Pass,237,55,292
M1614291, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,1ST C,69.57,SOFTWARE PRACTICES AND TESTING ,Pass,34,17,51,BUSINESS INTELLIGENCE ,Pass,52,15,67,J2EE ,Pass,42,16,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,18,97,PROJECT AND VIVA VOCE ,Pass,235,55,290
M1614293, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,17,57,BUSINESS INTELLIGENCE ,Pass,48,15,63,J2EE ,Pass,44,16,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,18,94,PROJECT AND VIVA VOCE ,Pass,235,55,290
M1614294, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,49,18,67,BUSINESS INTELLIGENCE ,Pass,58,18,76,J2EE ,Pass,54,16,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,19,94,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614295, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,20,60,BUSINESS INTELLIGENCE ,Pass,54,16,70,J2EE ,Pass,60,16,76,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,19,99,PROJECT AND VIVA VOCE ,Pass,239,58,297
M1614296, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,38,17,55,BUSINESS INTELLIGENCE ,Pass,47,15,62,J2EE ,Pass,46,17,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,17,95,PROJECT AND VIVA VOCE ,Pass,237,55,292
M1614297, College : 5238  -  S P V V SANGH S G.P. PORWAL B.C.A COLLEGE  SINDAGI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,37,16,53,BUSINESS INTELLIGENCE ,Pass,60,15,75,J2EE ,Pass,36,16,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,17,87,PROJECT AND VIVA VOCE ,Pass,230,55,285
M1614401, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,36,15,51,BUSINESS INTELLIGENCE ,Pass,42,19,61,J2EE ,Pass,32,20,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,235,60,295
M1614403, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,17,61,BUSINESS INTELLIGENCE ,Pass,47,16,63,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614404, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,54,20,74,BUSINESS INTELLIGENCE ,Pass,49,20,69,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614405, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,FAIL,80.86,SOFTWARE PRACTICES AND TESTING ,Pass,43,20,63,BUSINESS INTELLIGENCE ,Pass,42,20,62,J2EE ,Fail,21,20,41,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,240,60,300
M1614408, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,1ST C,62.27,SOFTWARE PRACTICES AND TESTING ,Pass,32,16,48,BUSINESS INTELLIGENCE ,Pass,32,16,48,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614409, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,76.78,SOFTWARE PRACTICES AND TESTING ,Pass,41,18,59,BUSINESS INTELLIGENCE ,Pass,32,18,50,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1614410, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,33,18,51,BUSINESS INTELLIGENCE ,Pass,34,18,52,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614411, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,34,15,49,BUSINESS INTELLIGENCE ,Pass,34,15,49,J2EE ,Pass,33,18,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614412, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,20,52,BUSINESS INTELLIGENCE ,Pass,32,19,51,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1614413, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,81.11,SOFTWARE PRACTICES AND TESTING ,Pass,55,20,75,BUSINESS INTELLIGENCE ,Pass,54,20,74,J2EE ,Pass,33,18,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,18,98,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614414, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,12,54,BUSINESS INTELLIGENCE ,Pass,46,12,58,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,18,94,PROJECT AND VIVA VOCE ,Pass,225,58,283
M1614416, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,18,58,BUSINESS INTELLIGENCE ,Pass,43,19,62,J2EE ,Pass,32,20,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,235,60,295
M1614417, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,70,SOFTWARE PRACTICES AND TESTING ,Pass,35,19,54,BUSINESS INTELLIGENCE ,Pass,40,19,59,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1614418, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,FAIL,73.14,SOFTWARE PRACTICES AND TESTING ,Fail,14,12,26,BUSINESS INTELLIGENCE ,Pass,34,17,51,J2EE ,Pass,32,20,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,225,60,285
M1614419, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,FAIL,69.29,SOFTWARE PRACTICES AND TESTING ,Pass,36,12,48,BUSINESS INTELLIGENCE ,Pass,39,12,51,J2EE ,Fail,18,15,33,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,15,93,PROJECT AND VIVA VOCE ,Pass,210,50,260
M1614420, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,FAIL,81.29,SOFTWARE PRACTICES AND TESTING ,Pass,47,20,67,BUSINESS INTELLIGENCE ,Pass,40,20,60,J2EE ,Fail,22,20,42,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,240,60,300
M1614421, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,73.16,SOFTWARE PRACTICES AND TESTING ,Pass,33,20,53,BUSINESS INTELLIGENCE ,Pass,40,20,60,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614422, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,1ST C,67.78,SOFTWARE PRACTICES AND TESTING ,Pass,42,16,58,BUSINESS INTELLIGENCE ,Pass,60,16,76,J2EE ,Pass,34,18,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614423, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,71.22,SOFTWARE PRACTICES AND TESTING ,Pass,36,15,51,BUSINESS INTELLIGENCE ,Pass,45,17,62,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,235,58,293
M1614424, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,FAIL,81.29,SOFTWARE PRACTICES AND TESTING ,Pass,45,20,65,BUSINESS INTELLIGENCE ,Pass,60,19,79,J2EE ,Fail,23,18,41,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614425, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,72.11,SOFTWARE PRACTICES AND TESTING ,Pass,50,20,70,BUSINESS INTELLIGENCE ,Pass,54,19,73,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,230,58,288
M1614426, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,DISTI,78.57,SOFTWARE PRACTICES AND TESTING ,Pass,53,20,73,BUSINESS INTELLIGENCE ,Pass,54,20,74,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,18,98,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614427, College : 5248  -  CHETANA EDUCATION SOCIETY CHETANA B.C.A COLLEGE  VIJAYAPURA,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,12,52,BUSINESS INTELLIGENCE ,Pass,41,12,53,J2EE ,Pass,32,15,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,15,91,PROJECT AND VIVA VOCE ,Pass,225,50,275
M1614601, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,37,10,47,BUSINESS INTELLIGENCE ,Pass,60,15,75,J2EE ,Pass,40,15,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,12,82,PROJECT AND VIVA VOCE ,Pass,236,56,292
M1614602, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,86.43,SOFTWARE PRACTICES AND TESTING ,Pass,62,17,79,BUSINESS INTELLIGENCE ,Pass,72,20,92,J2EE ,Pass,50,20,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,18,98,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614603, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,10,52,BUSINESS INTELLIGENCE ,Pass,48,14,62,J2EE ,Pass,32,15,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,12,77,PROJECT AND VIVA VOCE ,Pass,230,52,282
M1614604, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,71.24,SOFTWARE PRACTICES AND TESTING ,Pass,50,14,64,BUSINESS INTELLIGENCE ,Pass,63,17,80,J2EE ,Pass,38,18,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,235,54,289
M1614605, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,41,14,55,BUSINESS INTELLIGENCE ,Pass,59,15,74,J2EE ,Pass,40,15,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,237,56,293
M1614606, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,14,46,BUSINESS INTELLIGENCE ,Pass,60,15,75,J2EE ,Pass,38,15,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,14,82,PROJECT AND VIVA VOCE ,Pass,230,54,284
M1614607, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,12,56,BUSINESS INTELLIGENCE ,Pass,58,13,71,J2EE ,Pass,38,14,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,14,82,PROJECT AND VIVA VOCE ,Pass,232,54,286
M1614608, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,FAIL,58.14,SOFTWARE PRACTICES AND TESTING ,Pass,32,15,47,BUSINESS INTELLIGENCE ,Pass,32,15,47,J2EE ,Fail,12,10,22,J2EE AND SOFTWARE TESTING LABORATORY,Pass,57,12,69,PROJECT AND VIVA VOCE ,Pass,170,52,222
M1614609, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,41,13,54,BUSINESS INTELLIGENCE ,Pass,56,16,72,J2EE ,Pass,46,18,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,233,54,287
M1614610, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,82.78,SOFTWARE PRACTICES AND TESTING ,Pass,63,16,79,BUSINESS INTELLIGENCE ,Pass,74,17,91,J2EE ,Pass,60,19,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,16,96,PROJECT AND VIVA VOCE ,Pass,238,57,295
M1614611, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,57,16,73,BUSINESS INTELLIGENCE ,Pass,63,16,79,J2EE ,Pass,51,15,66,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,14,94,PROJECT AND VIVA VOCE ,Pass,240,60,300
M1614612, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,81.92,SOFTWARE PRACTICES AND TESTING ,Pass,55,16,71,BUSINESS INTELLIGENCE ,Pass,65,16,81,J2EE ,Pass,59,15,74,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,237,56,293
M1614613, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,38,18,56,BUSINESS INTELLIGENCE ,Pass,55,18,73,J2EE ,Pass,41,19,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,18,93,PROJECT AND VIVA VOCE ,Pass,240,60,300
M1614614, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,41,10,51,BUSINESS INTELLIGENCE ,Pass,48,17,65,J2EE ,Pass,40,17,57,J2EE AND SOFTWARE TESTING LABORATORY,Pass,45,14,59,PROJECT AND VIVA VOCE ,Pass,237,55,292
M1614615, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,74.62,SOFTWARE PRACTICES AND TESTING ,Pass,40,13,53,BUSINESS INTELLIGENCE ,Pass,70,15,85,J2EE ,Pass,47,17,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,235,50,285
M1614616, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,70.84,SOFTWARE PRACTICES AND TESTING ,Pass,44,15,59,BUSINESS INTELLIGENCE ,Pass,40,18,58,J2EE ,Pass,51,16,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,14,79,PROJECT AND VIVA VOCE ,Pass,233,56,289
M1614617, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,79.57,SOFTWARE PRACTICES AND TESTING ,Pass,33,18,51,BUSINESS INTELLIGENCE ,Pass,35,19,54,J2EE ,Pass,49,18,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,17,95,PROJECT AND VIVA VOCE ,Pass,240,57,297
M1614619, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,85.43,SOFTWARE PRACTICES AND TESTING ,Pass,53,20,73,BUSINESS INTELLIGENCE ,Pass,55,18,73,J2EE ,Pass,65,18,83,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,18,96,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614620, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,47,18,65,BUSINESS INTELLIGENCE ,Pass,53,18,71,J2EE ,Pass,43,18,61,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,18,93,PROJECT AND VIVA VOCE ,Pass,238,59,297
M1614621, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,43,16,59,BUSINESS INTELLIGENCE ,Pass,32,17,49,J2EE ,Pass,42,14,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,17,92,PROJECT AND VIVA VOCE ,Pass,237,56,293
M1614622, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,75.11,SOFTWARE PRACTICES AND TESTING ,Pass,58,14,72,BUSINESS INTELLIGENCE ,Pass,52,16,68,J2EE ,Pass,52,15,67,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,15,90,PROJECT AND VIVA VOCE ,Pass,236,56,292
M1614623, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,35,18,53,BUSINESS INTELLIGENCE ,Pass,38,18,56,J2EE ,Pass,43,18,61,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,16,96,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614624, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,72.54,SOFTWARE PRACTICES AND TESTING ,Pass,39,17,56,BUSINESS INTELLIGENCE ,Pass,50,20,70,J2EE ,Pass,42,18,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,15,95,PROJECT AND VIVA VOCE ,Pass,236,55,291
M1614625, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,81.68,SOFTWARE PRACTICES AND TESTING ,Pass,63,15,78,BUSINESS INTELLIGENCE ,Pass,45,18,63,J2EE ,Pass,47,17,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,14,94,PROJECT AND VIVA VOCE ,Pass,240,56,296
M1614627, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,48,15,63,BUSINESS INTELLIGENCE ,Pass,39,15,54,J2EE ,Pass,36,14,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,230,55,285
M1614630, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,FAIL,19.86,SOFTWARE PRACTICES AND TESTING ,Fail,0,10,10,BUSINESS INTELLIGENCE ,Fail,0,10,10,J2EE ,Fail,0,9,9,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,10,70,PROJECT AND VIVA VOCE ,Fail,Ab.,40,40
M1614631, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,47,15,62,BUSINESS INTELLIGENCE ,Pass,38,16,54,J2EE ,Pass,43,15,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,14,89,PROJECT AND VIVA VOCE ,Pass,236,56,292
M1614632, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,10,52,BUSINESS INTELLIGENCE ,Pass,42,15,57,J2EE ,Pass,43,15,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,14,89,PROJECT AND VIVA VOCE ,Pass,235,56,291
M1614633, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,FAIL,73,SOFTWARE PRACTICES AND TESTING ,Pass,33,12,45,BUSINESS INTELLIGENCE ,Fail,20,14,34,J2EE ,Pass,37,16,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,14,89,PROJECT AND VIVA VOCE ,Pass,235,55,290
M1614634, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,38,10,48,BUSINESS INTELLIGENCE ,Pass,34,12,46,J2EE ,Pass,42,14,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,12,72,PROJECT AND VIVA VOCE ,Pass,225,51,276
M1614635, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,80.97,SOFTWARE PRACTICES AND TESTING ,Pass,49,18,67,BUSINESS INTELLIGENCE ,Pass,42,20,62,J2EE ,Pass,51,20,71,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,18,98,PROJECT AND VIVA VOCE ,Pass,240,60,300
M1614636, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,38,10,48,BUSINESS INTELLIGENCE ,Pass,34,16,50,J2EE ,Pass,32,15,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,14,82,PROJECT AND VIVA VOCE ,Pass,233,58,291
M1614637, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,48,14,62,BUSINESS INTELLIGENCE ,Pass,41,17,58,J2EE ,Pass,35,15,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,14,89,PROJECT AND VIVA VOCE ,Pass,234,54,288
M1614638, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,FAIL,72.57,SOFTWARE PRACTICES AND TESTING ,Pass,49,10,59,BUSINESS INTELLIGENCE ,Pass,51,15,66,J2EE ,Fail,4,14,18,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,12,80,PROJECT AND VIVA VOCE ,Pass,232,53,285
M1614639, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,84.11,SOFTWARE PRACTICES AND TESTING ,Pass,62,20,82,BUSINESS INTELLIGENCE ,Pass,64,20,84,J2EE ,Pass,56,20,76,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,18,98,PROJECT AND VIVA VOCE ,Pass,240,60,300
M1614640, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,10,42,BUSINESS INTELLIGENCE ,Pass,44,15,59,J2EE ,Pass,34,14,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,12,80,PROJECT AND VIVA VOCE ,Pass,230,54,284
M1614641, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,48,17,65,BUSINESS INTELLIGENCE ,Pass,52,15,67,J2EE ,Pass,34,14,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,17,91,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614642, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,17,61,BUSINESS INTELLIGENCE ,Pass,58,17,75,J2EE ,Pass,34,18,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,18,93,PROJECT AND VIVA VOCE ,Pass,240,58,298
M1614643, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,46,17,63,BUSINESS INTELLIGENCE ,Pass,62,18,80,J2EE ,Pass,39,18,57,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,17,92,PROJECT AND VIVA VOCE ,Pass,238,58,296
M1614644, College : 5256  -  RAMAKRISHNA VIVEKANAND BCA COLLEGE  TIDAGUNDI,DISTI,75.49,SOFTWARE PRACTICES AND TESTING ,Pass,49,16,65,BUSINESS INTELLIGENCE ,Pass,57,18,75,J2EE ,Pass,42,16,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,14,84,PROJECT AND VIVA VOCE ,Pass,240,57,297
